movie_id,title,year,academy_award,won,run_time,budget,box_office,starring 1,starring 2,starring 3,starring 4,starring 5,starring 6,starring 7,starring 8,starring 9,starring 10,starring 11,starring 12,starring 13,starring 14,starring 15,starring 16,starring 17,starring 18,starring 19
spotlight-2015,Spotlight,2015,88,yes,129,20,92.2,Mark Ruffalo, Michael Keaton, Rachel McAdams, Liev Schreiber, John Slattery, Stanley Tucci,,,,,,,,,,,,,
the-big-short-2015,The Big Short,2015,88,no,130,50,133.4,Christian Bale, Steve Carell, Ryan Gosling, Brad Pitt,,,,,,,,,,,,,,,
bridge-of-spies-2015,Bridge of Spies,2015,88,no,141,40,165.5,Tom Hanks, Mark Rylance, Amy Ryan, Alan Alda,,,,,,,,,,,,,,,
brooklyn-2015,Brooklyn,2015,88,no,112,11,62.1,Saoirse Ronan, Domhnall Gleeson, Emory Cohen, Jim Broadbent, Julie Walters,,,,,,,,,,,,,,
mad-max-fury-road-2015,Mad Max: Fury Road,2015,88,no,120,150,378.9,Tom Hardy, Charlize Theron, Nicholas Hoult, Hugh Keays-Byrne, Rosie Huntington-Whiteley, Riley Keough, Zoë Kravitz, Abbey Lee, Courtney Eaton,,,,,,,,,,
the-martian-2015,The Martian,2015,88,no,142,108,630.2,Matt Damon, Jessica Chastain, Kristen Wiig, Jeff Daniels, Sean Bean, Michael Peña, Kate Mara, Sebastian Stan, Aksel Hennie, Chiwetel Ejiofor, Donald Glover, Benedict Wong,,,,,,,
the-revenant-2015,The Revenant,2015,88,no,156,135,533,Leonardo DiCaprio, Tom Hardy, Domhnall Gleeson, Will Poulter,,,,,,,,,,,,,,,
room-2015,Room,2015,88,no,118,13,36.3,Brie Larson, Jacob Tremblay, Joan Allen, Sean Bridgers, William H. Macy,,,,,,,,,,,,,,
moonlight-2016,Moonlight,2016,89,yes,111,4,65.3,Trevante Rhodes, André Holland, Janelle Monáe, Ashton Sanders, Jharrel Jerome, Naomie Harris, Mahershala Ali,,,,,,,,,,,,
arrival-2016,Arrival,2016,89,no,116,47,203.4,Amy Adams, Jeremy Renner, Forest Whitaker, Michael Stuhlbarg, Tzi Ma,,,,,,,,,,,,,,
fences-2016,Fences,2016,89,no,139,24,64.4,Denzel Washington, Viola Davis, Stephen Henderson, Jovan Adepo, Russell Hornsby, Mykelti Williamson, Saniyya Sidney,,,,,,,,,,,,
hacksaw-ridge-2016,Hacksaw Ridge,2016,89,no,139,40,175.3,Andrew Garfield, Sam Worthington, Luke Bracey, Teresa Palmer, Hugo Weaving, Rachel Griffiths, Vince Vaughn,,,,,,,,,,,,
hell-or-high-water-2016,Hell or High Water,2016,89,no,102,12,37.9,Jeff Bridges, Chris Pine, Ben Foster, Gil Birmingham,,,,,,,,,,,,,,,
hidden-figures-2016,Hidden Figures,2016,89,no,127,25,236,Taraji P. Henson, Octavia Spencer, Janelle Monáe, Kevin Costner, Kirsten Dunst, Jim Parsons,,,,,,,,,,,,,
la-la-land-2016,La La Land,2016,89,no,128,30,446.1,Ryan Gosling, Emma Stone, John Legend, Rosemarie DeWitt,,,,,,,,,,,,,,,
lion-2016,Lion,2016,89,no,118,12,140.3,Dev Patel, Sunny Pawar, Rooney Mara, David Wenham, Nicole Kidman,,,,,,,,,,,,,,
manchester-by-the-sea-2016,Manchester by the Sea,2016,89,no,137,8.5,77.8,Casey Affleck, Michelle Williams, Kyle Chandler, Lucas Hedges,,,,,,,,,,,,,,,
the-shape-of-water-2017,The Shape of Water,2017,90,yes,123,19.5,194.7,Sally Hawkins, Michael Shannon, Richard Jenkins, Doug Jones, Michael Stuhlbarg, Octavia Spencer,,,,,,,,,,,,,
call-me-by-your-name-2017,Call Me by Your Name,2017,90,no,132,3.5,41.1,Armie Hammer, Timothée Chalamet, Michael Stuhlbarg, Amira Casar, Esther Garrel, Victoire Du Bois,,,,,,,,,,,,,
darkest-hour-2017,Darkest Hour,2017,90,no,125,30,147.6,Gary Oldman, Kristin Scott Thomas, Lily James, Stephen Dillane, Ronald Pickup, Ben Mendelsohn,,,,,,,,,,,,,
dunkirk-2017,Dunkirk,2017,90,no,106,150,527.3,Fionn Whitehead, Tom Glynn-Carney, Jack Lowden, Harry Styles, Aneurin Barnard, James D'Arcy, Barry Keoghan, Kenneth Branagh, Cillian Murphy, Mark Rylance, Tom Hardy,,,,,,,,
get-out-2017,Get Out,2017,90,no,103,4.5,255.2,Daniel Kaluuya, Allison Williams, Bradley Whitford, Caleb Landry Jones, Stephen Root, Lakeith Stanfield, Catherine Keener,,,,,,,,,,,,
lady-bird-2017,Lady Bird,2017,90,no,93,0,75.7,Saoirse Ronan, Laurie Metcalf, Tracy Letts, Lucas Hedges, Timothée Chalamet, Beanie Feldstein, Stephen McKinley Henderson, Lois Smith,,,,,,,,,,,
phantom-thread-2017,Phantom Thread,2017,90,no,130,0,0,Daniel Day-Lewis, Lesley Manville, Vicky Krieps,,,,,,,,,,,,,,,,
the-post-2017,The Post,2017,90,no,116,50,174.5,Meryl Streep, Tom Hanks, Sarah Paulson, Bob Odenkirk, Tracy Letts, Bradley Whitford, Bruce Greenwood, Matthew Rhys,,,,,,,,,,,
three-billboards-outside-ebbing-missouri-2017,"Three Billboards Outside Ebbing, Missouri",2017,90,no,115,0,158.6,Frances McDormand, Woody Harrelson, Sam Rockwell, Abbie Cornish, John Hawkes, Peter Dinklage,,,,,,,,,,,,,
